1,20048,0,0,0,0,36,42000,0
8,81228,9,2100,90,7,288,12600,2100
9,88564,12,2520,120,8,324,12600,2310
7,80052,9,1680,90,6,252,15855,1960
3,39984,3,420,30,2,108,31080,6000
6,70784,6,1680,60,5,216,19110,1680
9,88508,12,2520,120,8,324,12600,2310
5,66024,6,1260,60,4,180,25620,1260
1,20888,0,0,0,0,36,42000,0
8,81648,9,2100,90,7,288,12600,2100
10,95368,12,3360,120,9,360,12600,2520
6,74676,6,1680,60,5,216,19110,1680
6,74788,6,1680,60,5,216,19110,1680
6,71988,6,1680,60,5,216,19110,1680
7,80920,9,1680,90,6,252,15855,1960
4,57624,3,840,30,3,144,25620,840
8,85820,9,2100,90,7,288,12600,2100
2,25312,0,0,0,1,72,36540,6000
4,54488,3,840,30,3,144,25620,840
7,76692,9,1680,90,6,252,15855,1960
1,22568,0,0,0,0,36,42000,0
4,56504,3,840,30,3,144,25620,840
7,75656,9,1680,90,6,252,15855,1960
2,31696,0,0,0,1,72,36540,0
10,96208,12,3360,120,9,360,12600,2520
4,53312,3,840,30,3,144,25620,840
3,37016,3,420,30,2,108,31080,6000
3,37184,3,420,30,2,108,31080,6000
6,74144,6,1680,60,5,216,19110,1680
6,74648,6,1680,60,5,216,19110,1680
8,82740,9,2100,90,7,288,12600,2100
5,62440,6,1260,60,4,180,25620,1260
7,78204,9,1680,90,6,252,15855,1960
9,88116,12,2520,120,8,324,12600,2310
7,78876,9,1680,90,6,252,15855,1960
6,74312,6,1680,60,5,216,19110,1680
5,59528,6,1260,60,4,180,25620,1260
6,72968,6,1680,60,5,216,19110,1680
8,85904,9,2100,90,7,288,12600,2100
4,51408,3,840,30,3,144,25620,840
5,66584,6,1260,60,4,180,25620,1260
7,80276,9,1680,90,6,252,15855,1960
10,96432,12,3360,120,9,360,12600,2520
4,53648,3,840,30,3,144,25620,840
5,66696,6,1260,60,4,180,25620,1260
8,84840,9,2100,90,7,288,12600,2100
7,80528,9,1680,90,6,252,15855,1960
9,89208,12,2520,120,8,324,12600,2310
7,76664,9,1680,90,6,252,15855,1960
3,46480,3,420,30,2,108,31080,0
2,34888,0,0,0,1,72,36540,0
4,52808,3,840,30,3,144,25620,840
3,43904,3,420,30,2,108,31080,0
2,35784,0,0,0,1,72,36540,0
6,72688,6,1680,60,5,216,19110,1680
4,57456,3,840,30,3,144,25620,840
6,70840,6,1680,60,5,216,19110,1680
8,84868,9,2100,90,7,288,12600,2100
3,36792,3,420,30,2,108,31080,6000
1,22232,0,0,0,0,36,42000,0
4,57568,3,840,30,3,144,25620,840
8,82572,9,2100,90,7,288,12600,2100
3,43400,3,420,30,2,108,31080,0
10,96012,12,3360,120,9,360,12600,2520
3,46760,3,420,30,2,108,31080,0
10,95480,12,3360,120,9,360,12600,2520
7,80892,9,1680,90,6,252,15855,1960
8,83468,9,2100,90,7,288,12600,2100
1,16464,0,0,0,0,36,42000,6000
2,34216,0,0,0,1,72,36540,0
6,70392,6,1680,60,5,216,19110,1680
2,36232,0,0,0,1,72,36540,0
8,81536,9,2100,90,7,288,12600,2100
2,34944,0,0,0,1,72,36540,0
2,25928,0,0,0,1,72,36540,6000
2,26768,0,0,0,1,72,36540,6000
7,76804,9,1680,90,6,252,15855,1960
4,55272,3,840,30,3,144,25620,840
1,19096,0,0,0,0,36,42000,6000
5,68488,6,1260,60,4,180,25620,1260
7,78400,9,1680,90,6,252,15855,1960
9,87192,12,2520,120,8,324,12600,2310
5,63896,6,1260,60,4,180,25620,1260
3,38360,3,420,30,2,108,31080,6000
2,33488,0,0,0,1,72,36540,0
4,49728,3,840,30,3,144,25620,840
7,79072,9,1680,90,6,252,15855,1960
2,26600,0,0,0,1,72,36540,6000
2,35056,0,0,0,1,72,36540,0
6,74480,6,1680,60,5,216,19110,1680
5,67984,6,1260,60,4,180,25620,1260
1,18200,0,0,0,0,36,42000,6000
9,90300,12,2520,120,8,324,12600,2310
10,93044,12,3360,120,9,360,12600,2520
7,80080,9,1680,90,6,252,15855,1960
8,83916,9,2100,90,7,288,12600,2100
10,95984,12,3360,120,9,360,12600,2520
7,81004,9,1680,90,6,252,15855,1960
2,35392,0,0,0,1,72,36540,0
7,79576,9,1680,90,6,252,15855,1960
3,40880,3,420,30,2,108,31080,6000
10,95116,12,3360,120,9,360,12600,2520
6,75040,6,1680,60,5,216,19110,1680
8,81872,9,2100,90,7,288,12600,2100
6,74508,6,1680,60,5,216,19110,1680
10,96684,12,3360,120,9,360,12600,2520
7,78932,9,1680,90,6,252,15855,1960
8,86408,9,2100,90,7,288,12600,2100
4,49952,3,840,30,3,144,25620,840
3,36848,3,420,30,2,108,31080,6000
10,92820,12,3360,120,9,360,12600,2520
10,95620,12,3360,120,9,360,12600,2520
4,47936,3,840,30,3,144,25620,840
8,85764,9,2100,90,7,288,12600,2100
4,50064,3,840,30,3,144,25620,840
6,74368,6,1680,60,5,216,19110,1680
3,44408,3,420,30,2,108,31080,0
8,81928,9,2100,90,7,288,12600,2100
8,83804,9,2100,90,7,288,12600,2100
3,44072,3,420,30,2,108,31080,0
6,70112,6,1680,60,5,216,19110,1680
1,23632,0,0,0,0,36,42000,0
9,91840,12,2520,120,8,324,12600,2310
8,82880,9,2100,90,7,288,12600,2100
8,86044,9,2100,90,7,288,12600,2100
10,95396,12,3360,120,9,360,12600,2520
3,43848,3,420,30,2,108,31080,0
3,45416,3,420,30,2,108,31080,0
2,26936,0,0,0,1,72,36540,6000
1,20384,0,0,0,0,36,42000,0
6,75544,6,1680,60,5,216,19110,1680
7,80864,9,1680,90,6,252,15855,1960
4,49672,3,840,30,3,144,25620,840
1,22512,0,0,0,0,36,42000,0
1,23800,0,0,0,0,36,42000,0
1,18256,0,0,0,0,36,42000,6000
8,83608,9,2100,90,7,288,12600,2100
3,47320,3,420,30,2,108,31080,0
6,72856,6,1680,60,5,216,19110,1680
3,44968,3,420,30,2,108,31080,0
4,49000,3,840,30,3,144,25620,840
2,27720,0,0,0,1,72,36540,6000
8,83412,9,2100,90,7,288,12600,2100
6,73052,6,1680,60,5,216,19110,1680
6,73276,6,1680,60,5,216,19110,1680
7,80444,9,1680,90,6,252,15855,1960
3,45864,3,420,30,2,108,31080,0
7,80752,9,1680,90,6,252,15855,1960
8,82264,9,2100,90,7,288,12600,2100
5,65800,6,1260,60,4,180,25620,1260
1,18424,0,0,0,0,36,42000,6000
10,96796,12,3360,120,9,360,12600,2520
2,26208,0,0,0,1,72,36540,6000
2,25648,0,0,0,1,72,36540,6000
6,71596,6,1680,60,5,216,19110,1680
6,72884,6,1680,60,5,216,19110,1680
8,84224,9,2100,90,7,288,12600,2100
6,71344,6,1680,60,5,216,19110,1680
3,39144,3,420,30,2,108,31080,6000
7,76524,9,1680,90,6,252,15855,1960
9,90440,12,2520,120,8,324,12600,2310
8,84672,9,2100,90,7,288,12600,2100
6,70728,6,1680,60,5,216,19110,1680
6,73892,6,1680,60,5,216,19110,1680
3,42392,3,420,30,2,108,31080,0
10,93576,12,3360,120,9,360,12600,2520
3,45080,3,420,30,2,108,31080,0
8,82180,9,2100,90,7,288,12600,2100
3,47488,3,420,30,2,108,31080,0
2,26320,0,0,0,1,72,36540,6000
10,93268,12,3360,120,9,360,12600,2520
10,93688,12,3360,120,9,360,12600,2520
2,32088,0,0,0,1,72,36540,0
9,92148,12,2520,120,8,324,12600,2310
3,37072,3,420,30,2,108,31080,6000
4,52304,3,840,30,3,144,25620,840
9,87920,12,2520,120,8,324,12600,2310
1,23408,0,0,0,0,36,42000,0
7,80640,9,1680,90,6,252,15855,1960
2,30072,0,0,0,1,72,36540,6000
1,15848,0,0,0,0,36,42000,6000
2,26992,0,0,0,1,72,36540,6000
1,25032,0,0,0,0,36,42000,0
8,83328,9,2100,90,7,288,12600,2100
5,62608,6,1260,60,4,180,25620,1260
3,41944,3,420,30,2,108,31080,6000
1,23296,0,0,0,0,36,42000,0
1,24136,0,0,0,0,36,42000,0
5,67704,6,1260,60,4,180,25620,1260
5,62272,6,1260,60,4,180,25620,1260
9,90132,12,2520,120,8,324,12600,2310
5,65632,6,1260,60,4,180,25620,1260
1,17640,0,0,0,0,36,42000,6000
1,18760,0,0,0,0,36,42000,6000
9,88340,12,2520,120,8,324,12600,2310
3,39872,3,420,30,2,108,31080,6000
1,21952,0,0,0,0,36,42000,0
2,32816,0,0,0,1,72,36540,0
9,88032,12,2520,120,8,324,12600,2310
5,68600,6,1260,60,4,180,25620,1260
10,93380,12,3360,120,9,360,12600,2520
7,80500,9,1680,90,6,252,15855,1960
7,77756,9,1680,90,6,252,15855,1960
9,87836,12,2520,120,8,324,12600,2310
4,58352,3,840,30,3,144,25620,840
1,19768,0,0,0,0,36,42000,0
4,57848,3,840,30,3,144,25620,840
9,88592,12,2520,120,8,324,12600,2310
5,60480,6,1260,60,4,180,25620,1260
7,80724,9,1680,90,6,252,15855,1960
2,28112,0,0,0,1,72,36540,6000
10,95508,12,3360,120,9,360,12600,2520
2,29232,0,0,0,1,72,36540,6000
8,86632,9,2100,90,7,288,12600,2100
7,78848,9,1680,90,6,252,15855,1960
5,64176,6,1260,60,4,180,25620,1260
9,88984,12,2520,120,8,324,12600,2310
10,94108,12,3360,120,9,360,12600,2520
4,54600,3,840,30,3,144,25620,840
10,92428,12,3360,120,9,360,12600,2520
5,65184,6,1260,60,4,180,25620,1260
3,45920,3,420,30,2,108,31080,0
8,84504,9,2100,90,7,288,12600,2100
7,80416,9,1680,90,6,252,15855,1960
10,93940,12,3360,120,9,360,12600,2520
8,85484,9,2100,90,7,288,12600,2100
2,36120,0,0,0,1,72,36540,0
7,77952,9,1680,90,6,252,15855,1960
4,52584,3,840,30,3,144,25620,840
3,46928,3,420,30,2,108,31080,0
4,49056,3,840,30,3,144,25620,840
5,68936,6,1260,60,4,180,25620,1260
8,84644,9,2100,90,7,288,12600,2100
10,95928,12,3360,120,9,360,12600,2520
10,92988,12,3360,120,9,360,12600,2520
4,51240,3,840,30,3,144,25620,840
2,25480,0,0,0,1,72,36540,6000
10,93408,12,3360,120,9,360,12600,2520
9,86912,12,2520,120,8,324,12600,2310
1,17360,0,0,0,0,36,42000,6000
4,54544,3,840,30,3,144,25620,840
10,96768,12,3360,120,9,360,12600,2520
9,91140,12,2520,120,8,324,12600,2310
2,30800,0,0,0,1,72,36540,0
2,27384,0,0,0,1,72,36540,6000
10,93772,12,3360,120,9,360,12600,2520
1,22176,0,0,0,0,36,42000,0
6,74564,6,1680,60,5,216,19110,1680
9,90216,12,2520,120,8,324,12600,2310
4,53424,3,840,30,3,144,25620,840
5,59864,6,1260,60,4,180,25620,1260
2,31416,0,0,0,1,72,36540,0
9,88088,12,2520,120,8,324,12600,2310
2,32760,0,0,0,1,72,36540,0
1,21560,0,0,0,0,36,42000,0
1,23128,0,0,0,0,36,42000,0
10,96572,12,3360,120,9,360,12600,2520
3,47152,3,420,30,2,108,31080,0
5,59304,6,1260,60,4,180,25620,1260
5,68712,6,1260,60,4,180,25620,1260
4,57792,3,840,30,3,144,25620,840
7,80024,9,1680,90,6,252,15855,1960
10,94360,12,3360,120,9,360,12600,2520
6,70532,6,1680,60,5,216,19110,1680
6,73304,6,1680,60,5,216,19110,1680
3,37688,3,420,30,2,108,31080,6000
4,47992,3,840,30,3,144,25620,840
10,92652,12,3360,120,9,360,12600,2520
3,37856,3,420,30,2,108,31080,6000
9,86884,12,2520,120,8,324,12600,2310
10,97328,12,3360,120,9,360,12600,2520
4,57120,3,840,30,3,144,25620,840
3,45976,3,420,30,2,108,31080,0
8,82292,9,2100,90,7,288,12600,2100
1,18872,0,0,0,0,36,42000,6000
8,85876,9,2100,90,7,288,12600,2100
10,97832,12,3360,120,9,360,12600,2520
5,60368,6,1260,60,4,180,25620,1260
1,20664,0,0,0,0,36,42000,0
5,63560,6,1260,60,4,180,25620,1260
6,74172,6,1680,60,5,216,19110,1680
7,75992,9,1680,90,6,252,15855,1960
7,76860,9,1680,90,6,252,15855,1960
1,20440,0,0,0,0,36,42000,0
4,50960,3,840,30,3,144,25620,840
10,97468,12,3360,120,9,360,12600,2520
2,36008,0,0,0,1,72,36540,0
8,83440,9,2100,90,7,288,12600,2100
5,68656,6,1260,60,4,180,25620,1260
7,80976,9,1680,90,6,252,15855,1960
5,63952,6,1260,60,4,180,25620,1260
6,71792,6,1680,60,5,216,19110,1680
2,35336,0,0,0,1,72,36540,0
4,56784,3,840,30,3,144,25620,840
9,87220,12,2520,120,8,324,12600,2310
3,38584,3,420,30,2,108,31080,6000
8,82824,9,2100,90,7,288,12600,2100
6,71624,6,1680,60,5,216,19110,1680
3,45584,3,420,30,2,108,31080,0
1,15960,0,0,0,0,36,42000,6000
8,86100,9,2100,90,7,288,12600,2100
6,70672,6,1680,60,5,216,19110,1680
8,83216,9,2100,90,7,288,12600,2100
10,94388,12,3360,120,9,360,12600,2520
10,93072,12,3360,120,9,360,12600,2520
8,83552,9,2100,90,7,288,12600,2100
2,31192,0,0,0,1,72,36540,0
6,71820,6,1680,60,5,216,19110,1680
1,17808,0,0,0,0,36,42000,6000
9,91028,12,2520,120,8,324,12600,2310
2,36344,0,0,0,1,72,36540,0
2,35952,0,0,0,1,72,36540,0
9,88452,12,2520,120,8,324,12600,2310
6,70420,6,1680,60,5,216,19110,1680
8,86016,9,2100,90,7,288,12600,2100
10,93548,12,3360,120,9,360,12600,2520
7,80808,9,1680,90,6,252,15855,1960
9,86968,12,2520,120,8,324,12600,2310
3,38136,3,420,30,2,108,31080,6000
2,32312,0,0,0,1,72,36540,0
3,41160,3,420,30,2,108,31080,6000
2,33768,0,0,0,1,72,36540,0
1,21056,0,0,0,0,36,42000,0
2,33264,0,0,0,1,72,36540,0
4,56728,3,840,30,3,144,25620,840
10,94220,12,3360,120,9,360,12600,2520
8,86576,9,2100,90,7,288,12600,2100
8,83524,9,2100,90,7,288,12600,2100
10,94192,12,3360,120,9,360,12600,2520
7,80696,9,1680,90,6,252,15855,1960
2,28000,0,0,0,1,72,36540,6000
8,85064,9,2100,90,7,288,12600,2100
6,72604,6,1680,60,5,216,19110,1680
3,40768,3,420,30,2,108,31080,6000
4,52192,3,840,30,3,144,25620,840
6,72800,6,1680,60,5,216,19110,1680
3,46032,3,420,30,2,108,31080,0
10,95816,12,3360,120,9,360,12600,2520
3,46144,3,420,30,2,108,31080,0
5,67928,6,1260,60,4,180,25620,1260
4,52080,3,840,30,3,144,25620,840
5,65352,6,1260,60,4,180,25620,1260
2,34608,0,0,0,1,72,36540,0
3,47544,3,420,30,2,108,31080,0
10,93156,12,3360,120,9,360,12600,2520
8,84392,9,2100,90,7,288,12600,2100
3,43960,3,420,30,2,108,31080,0
9,91056,12,2520,120,8,324,12600,2310
2,25368,0,0,0,1,72,36540,6000
7,76216,9,1680,90,6,252,15855,1960
3,41720,3,420,30,2,108,31080,6000
6,70280,6,1680,60,5,216,19110,1680
6,71484,6,1680,60,5,216,19110,1680
5,64008,6,1260,60,4,180,25620,1260
9,91308,12,2520,120,8,324,12600,2310
5,64232,6,1260,60,4,180,25620,1260
7,79352,9,1680,90,6,252,15855,1960
9,90272,12,2520,120,8,324,12600,2310
7,77560,9,1680,90,6,252,15855,1960
9,90160,12,2520,120,8,324,12600,2310
3,37408,3,420,30,2,108,31080,6000
2,28896,0,0,0,1,72,36540,6000
8,84532,9,2100,90,7,288,12600,2100
6,72128,6,1680,60,5,216,19110,1680
10,94052,12,3360,120,9,360,12600,2520
6,72436,6,1680,60,5,216,19110,1680
4,51912,3,840,30,3,144,25620,840
7,77000,9,1680,90,6,252,15855,1960
10,94892,12,3360,120,9,360,12600,2520
9,88676,12,2520,120,8,324,12600,2310
6,70980,6,1680,60,5,216,19110,1680
8,85652,9,2100,90,7,288,12600,2100
2,30240,0,0,0,1,72,36540,6000
9,90804,12,2520,120,8,324,12600,2310
7,77476,9,1680,90,6,252,15855,1960
10,97216,12,3360,120,9,360,12600,2520
5,64512,6,1260,60,4,180,25620,1260
3,43456,3,420,30,2,108,31080,0
6,70700,6,1680,60,5,216,19110,1680
1,16184,0,0,0,0,36,42000,6000
4,54768,3,840,30,3,144,25620,840
3,37240,3,420,30,2,108,31080,6000
9,86856,12,2520,120,8,324,12600,2310
6,72184,6,1680,60,5,216,19110,1680
1,20496,0,0,0,0,36,42000,0
4,47656,3,840,30,3,144,25620,840
10,97776,12,3360,120,9,360,12600,2520
8,85512,9,2100,90,7,288,12600,2100
10,92596,12,3360,120,9,360,12600,2520
3,45136,3,420,30,2,108,31080,0
7,79044,9,1680,90,6,252,15855,1960
10,96600,12,3360,120,7,360,12600,2520
8,85624,9,2100,90,7,288,12600,2100
9,87108,12,2520,120,1,324,12600,2310
8,82488,9,2100,90,4,288,12600,2100
10,93912,12,3360,120,1,360,12600,2520
10,93996,12,3360,120,4,360,12600,2520
3,38696,3,420,30,2,108,31080,6000
5,65072,6,1260,60,9,180,25620,1260
3,42952,3,420,30,7,108,31080,0
10,95060,12,3360,120,4,360,12600,2520
4,52640,3,840,30,0,144,25620,840
5,67088,6,1260,60,8,180,25620,1260
5,61096,6,1260,60,8,180,25620,1260
4,48776,3,840,30,8,144,25620,840
2,28784,0,0,0,9,72,36540,6000
4,58632,3,840,30,2,144,25620,840
7,77980,9,1680,90,2,252,15855,1960
7,78512,9,1680,90,2,252,15855,1960
5,69832,6,1260,60,0,180,25620,1260
2,35672,0,0,0,8,72,36540,0
7,76356,9,1680,90,3,252,15855,1960
7,79968,9,1680,90,5,252,15855,1960
6,70168,6,1680,60,4,216,19110,1680
7,79744,9,1680,90,6,252,15855,1960
1,23072,0,0,0,0,36,42000,0
8,83020,9,2100,90,7,288,12600,2100
9,88956,12,2520,120,8,324,12600,2310
3,43792,3,420,30,2,108,31080,0
6,70504,6,1680,60,5,216,19110,1680
5,68768,6,1260,60,4,180,25620,1260
9,90860,12,2520,120,8,324,12600,2310
5,61992,6,1260,60,4,180,25620,1260
1,17696,0,0,0,0,36,42000,6000
2,33376,0,0,0,1,72,36540,0
6,75068,6,1680,60,5,216,19110,1680
6,72212,6,1680,60,5,216,19110,1680
2,35840,0,0,0,1,72,36540,0
6,75572,6,1680,60,5,216,19110,1680
7,76748,9,1680,90,6,252,15855,1960
7,77644,9,1680,90,6,252,15855,1960
2,32536,0,0,0,1,72,36540,0
5,67816,6,1260,60,4,180,25620,1260
6,72380,6,1680,60,5,216,19110,1680
8,84756,9,2100,90,7,288,12600,2100
1,24640,0,0,0,0,36,42000,0
6,73808,6,1680,60,5,216,19110,1680
6,75488,6,1680,60,5,216,19110,1680
1,24528,0,0,0,0,36,42000,0
6,71428,6,1680,60,5,216,19110,1680
10,96964,12,3360,120,9,360,12600,2520
9,91420,12,2520,120,8,324,12600,2310
3,45696,3,420,30,2,108,31080,0
6,73584,6,1680,60,5,216,19110,1680
2,36064,0,0,0,1,72,36540,0
5,60032,6,1260,60,4,180,25620,1260
5,67536,6,1260,60,4,180,25620,1260
3,44184,3,420,30,2,108,31080,0
8,85288,9,2100,90,7,288,12600,2100
10,95284,12,3360,120,9,360,12600,2520
4,54320,3,840,30,3,144,25620,840
3,44576,3,420,30,2,108,31080,0
6,73948,6,1680,60,5,216,19110,1680
5,61936,6,1260,60,4,180,25620,1260
7,76888,9,1680,90,6,252,15855,1960
5,67648,6,1260,60,4,180,25620,1260
9,86940,12,2520,120,8,324,12600,2310
2,32872,0,0,0,1,72,36540,0
4,47600,3,840,30,3,144,25620,840
8,81564,9,2100,90,7,288,12600,2100
10,96516,12,3360,120,9,360,12600,2520
10,95788,12,3360,120,9,360,12600,2520
4,55608,3,840,30,3,144,25620,840
6,75516,6,1680,60,5,216,19110,1680
10,96376,12,3360,120,9,360,12600,2520
3,41776,3,420,30,2,108,31080,6000
4,54936,3,840,30,3,144,25620,840
6,72044,6,1680,60,5,216,19110,1680
5,64064,6,1260,60,4,180,25620,1260
1,18032,0,0,0,0,36,42000,6000
5,68264,6,1260,60,4,180,25620,1260
7,78680,9,1680,90,6,252,15855,1960
8,84812,9,2100,90,7,288,12600,2100
1,24864,0,0,0,0,36,42000,0
1,24976,0,0,0,0,36,42000,0
5,60816,6,1260,60,4,180,25620,1260
7,76160,9,1680,90,6,252,15855,1960
2,26376,0,0,0,1,72,36540,6000
10,97076,12,3360,120,9,360,12600,2520
2,33992,0,0,0,1,72,36540,0
7,79324,9,1680,90,6,252,15855,1960
3,45192,3,420,30,2,108,31080,0
9,88620,12,2520,120,8,324,12600,2310
1,24752,0,0,0,0,36,42000,0
3,40712,3,420,30,2,108,31080,6000
1,16856,0,0,0,0,36,42000,6000
10,95564,12,3360,120,9,360,12600,2520
9,87668,12,2520,120,8,324,12600,2310
8,81844,9,2100,90,7,288,12600,2100
8,83104,9,2100,90,7,288,12600,2100
2,30744,0,0,0,1,72,36540,6000
8,82040,9,2100,90,7,288,12600,2100
8,81704,9,2100,90,7,288,12600,2100
10,95704,12,3360,120,9,360,12600,2520
2,33432,0,0,0,1,72,36540,0
3,39424,3,420,30,2,108,31080,6000
1,20552,0,0,0,0,36,42000,0
6,71904,6,1680,60,5,216,19110,1680
10,97048,12,3360,120,9,360,12600,2520
5,62888,6,1260,60,4,180,25620,1260
2,26264,0,0,0,1,72,36540,6000
3,39816,3,420,30,2,108,31080,6000
4,58296,3,840,30,3,144,25620,840
2,26152,0,0,0,1,72,36540,6000
8,85008,9,2100,90,7,288,12600,2100
7,77588,9,1680,90,6,252,15855,1960
7,78596,9,1680,90,6,252,15855,1960
6,74060,6,1680,60,5,216,19110,1680
5,63168,6,1260,60,4,180,25620,1260
1,16688,0,0,0,0,36,42000,6000
7,76944,9,1680,90,6,252,15855,1960
4,56392,3,840,30,3,144,25620,840
1,17304,0,0,0,0,36,42000,6000
1,24808,0,0,0,0,36,42000,0
4,53256,3,840,30,3,144,25620,840
